name,vertical,address,city,state,phone,website,types,lead_score,priority,review_count,rating,on_ubereats,on_grubhub,contact_by_date,latitude,longitude,place_id
Walgreens,restaurants,"4101 1st Ave, Lyons, IL 60534, USA",Chicago,IL,(708) 447-6851,https://www.walgreens.com/locator/walgreens-4101+1st+ave-lyons-il-60534/id=1450,"clothing_store,convenience_store,drugstore,establishment,food,health,point_of_interest,store",80,High,174,2.6,True,False,2026-02-04,41.81562419999999,-87.8332461,ChIJC-xakHQ2DogR22rtGoBAMWc
Walgreens,restaurants,"375 E Dundee Rd, Palatine, IL 60074, USA",Chicago,IL,(847) 934-5741,https://www.walgreens.com/locator/walgreens-375+e+dundee+rd-palatine-il-60074/id=3940,"clothing_store,convenience_store,drugstore,establishment,food,health,point_of_interest,store",80,High,185,2.8,True,True,2026-02-04,42.1386939,-88.03456709999999,ChIJtfT5R56kD4gRQ57dRbdIxTM
El Huero Drive Thru,restaurants,"3000 S Figueroa St, Los Angeles, CA 90007, USA",Los Angeles,CA,(213) 747-0012,http://www.elhuero.com/,"establishment,food,point_of_interest,restaurant",80,High,4335,4.3,False,True,2026-02-04,34.0248202,-118.2779228,ChIJEy05P-fHwoAR1eHcd5k0UWs
Birria Huentitan Restaurant,restaurants,"4019 W North Ave, Chicago, IL 60639, USA",Chicago,IL,(773) 276-0768,https://birriahuentitanrestaurant.cfd/,"establishment,food,point_of_interest,restaurant",80,High,2042,4.3,True,True,2026-02-04,41.90972130000001,-87.7272888,ChIJXaK51STND4gRrF8eEmMnH0k
Fiesta Martin Mexican Grill,restaurants,"1330 N La Brea Ave, Inglewood, CA 90302, USA",Los Angeles,CA,(310) 672-1330,http://fiestamartinmexicangrill.com/,"establishment,food,point_of_interest,restaurant",80,High,2408,4.4,True,False,2026-02-04,33.9801015,-118.3578606,ChIJE35UfG23woARs6SDJKmlirw
Yen Yen Restaurant,restaurants,"4226 N Arlington Heights Rd, Arlington Heights, IL 60004, USA",Chicago,IL,(847) 259-3400,http://www.yenyenrestaurant.com/,"establishment,food,point_of_interest,restaurant",80,High,551,4.3,True,False,2026-02-04,42.1525024,-87.9860492,ChIJr5gdDZG8D4gRrts0WDNon-0
800 Degrees Woodfired Kitchen,restaurants,"1521 Vine St, Los Angeles, CA 90028, USA",Los Angeles,CA,(323) 329-9656,https://800degreeswfk.com/locations/hollywood/,"bar,establishment,food,meal_delivery,meal_takeaway,night_club,point_of_interest,restaurant",80,High,776,4.1,False,True,2026-02-04,34.0988267,-118.3270184,ChIJabX93Dm_woARWuvXHSQPxFE
7-Eleven,restaurants,"33 E Adams St, Chicago, IL 60603, USA",Chicago,IL,(312) 409-2400,https://www.7-eleven.com/locations/il/chicago/33-e-adams-street-33511?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,71,2.1,False,True,2026-02-04,41.8793661,-87.62637699999999,ChIJTWbBc6QsDogRKdSHNme6sJU
Walgreens,restaurants,"1903 Calumet Ave Walgreens, Valparaiso, IN 46383, USA",Chicago,IL,(219) 462-6172,https://www.walgreens.com/locator/walgreens-1903+calumet+ave-valparaiso-in-46383/id=3680,"clothing_store,convenience_store,drugstore,establishment,food,health,point_of_interest,store",80,High,113,3.3,True,False,2026-02-04,41.4860128,-87.05130299999999,ChIJD8asp_eZEYgR7o-2zDObb9M
7-Eleven,restaurants,"6077 W 3rd St, Los Angeles, CA 90036, USA",Los Angeles,CA,(323) 939-1621,https://www.7-eleven.com/locations/ca/los-angeles/6077-west-third-st-17304?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,78,2.5,False,True,2026-02-04,34.0706452,-118.3529338,ChIJ4-uO7iW5woARP2PXktH2uJs
7-Eleven,restaurants,"15350 Alton Pkwy, Irvine, CA 92618, USA",Los Angeles,CA,(949) 453-0494,https://www.7-eleven.com/locations/ca/irvine/15350-alton-pwky-36080?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,70,2.7,True,True,2026-02-04,33.6543296,-117.7386771,ChIJoRkZMP7n3IARWZjihsnpo4s
7-Eleven,restaurants,"135 W Madison St, Chicago, IL 60602, USA",Chicago,IL,(312) 634-0813,https://www.7-eleven.com/locations/il/chicago/135-w-madison-st-38183?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,57,2.9,False,True,2026-02-04,41.88181910000001,-87.6320633,ChIJbwv-vrssDogRzOFEAMQ115o
7-Eleven,restaurants,"48 N Wells St, Chicago, IL 60606, USA",Chicago,IL,(312) 332-9262,https://www.7-eleven.com/locations/il/chicago/48-n-wells-street-32889?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,64,2.2,True,True,2026-02-04,41.8830469,-87.6340719,ChIJbbgpnbksDogRHacQDJXel0Q
Artichoke Basille's Pizza,restaurants,"2590 Durant Ave, Berkeley, CA 94704, USA",San Francisco,CA,(510) 705-1266,http://www.artichokepizza.com/,"establishment,food,point_of_interest,restaurant",80,High,1134,4.5,False,True,2026-02-04,37.8679361,-122.2568562,ChIJDbudpy98hYARBRu1gsKfwGk
La Cantina Grill,restaurants,"1911 S Michigan Ave, Chicago, IL 60616, USA",Chicago,IL,(312) 842-1911,http://www.lacantinagrill.com/,"bar,establishment,food,point_of_interest,restaurant",80,High,2581,4.4,False,True,2026-02-04,41.8563107,-87.6236981,ChIJS0MMs4AsDogR0JGhIqqBxh0
El Carmen,restaurants,"8138 W 3rd St, Los Angeles, CA 90048, USA",Los Angeles,CA,(323) 852-1552,https://www.elcarmenla.com/,"establishment,food,point_of_interest,restaurant",80,High,505,4.6,True,False,2026-02-04,34.0721024,-118.367271,ChIJjyPJeja5woAReAxj6slEgHk
Costera Cocina Tulum - Chicago,restaurants,"850 W Fulton Market, Chicago, IL 60607, USA",Chicago,IL,(312) 300-0774,https://www.costeracocina.com/,"establishment,food,point_of_interest,restaurant",80,High,4047,4.8,True,True,2026-02-04,41.8870371,-87.6494742,ChIJc9LR9TstDogRUW04udVjEPk
L’Antica Pizzeria da Michele,restaurants,"1534 N McCadden Pl, Los Angeles, CA 90028, USA",Los Angeles,CA,(323) 366-2408,https://damicheleusa.com/,"bar,establishment,food,night_club,point_of_interest,restaurant,store",80,High,2012,4.5,True,True,2026-02-04,34.0990608,-118.3373107,ChIJm_JlplW_woARfUC7uDz1_OA
Los Compadres Restaurant,restaurants,"3229 E Anaheim St, Long Beach, CA 90804, USA",Los Angeles,CA,(562) 961-0061,http://www.loscompadresrestaurant.com/,"establishment,food,point_of_interest,restaurant",80,High,3124,4.5,False,True,2026-02-04,33.7828331,-118.1539001,ChIJ3YgUWp8x3YARgwLpUfLPZRc
Los Alazanes Mexican Food,restaurants,"980 S Knott Ave, Anaheim, CA 92804, USA",Los Angeles,CA,(714) 821-6766,http://los-alazanes.cafes-guide.com/,"establishment,food,point_of_interest,restaurant",80,High,1056,4.1,False,True,2026-02-04,33.8174302,-118.0105119,ChIJMVz3KDYp3YAR9QISakL6LXk
Enzo's Pizzeria,restaurants,"1145 Westwood Blvd, Los Angeles, CA 90024, USA",Los Angeles,CA,(310) 208-3696,https://enzospizzeria.com/?utm_source=google,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,672,4.5,True,False,2026-02-04,34.059889,-118.445211,ChIJ3fIi7IO8woARLQmaGGZ-FSM
Taqueria el Zarape,restaurants,"5203 Fountain Ave, Los Angeles, CA 90029, USA",Los Angeles,CA,(323) 741-0465,https://taqueriaelzarape.shop/,"establishment,food,point_of_interest,restaurant",80,High,837,4.5,True,True,2026-02-04,34.0952748,-118.3025486,ChIJA38x31S_woARDssUFBZoXHU
Mon Lung Restaurant,restaurants,"1009 N Ashland Ave, Chicago, IL 60622, USA",Chicago,IL,(773) 227-8824,https://www.monlung.com/?utm_source=google&utm_medium=website,"establishment,food,meal_delivery,point_of_interest,restaurant",80,High,526,4.2,True,True,2026-02-04,41.9000395,-87.6671964,ChIJdZ8iEtLSD4gRnbo11-QkYXY
Taqueria El Asadero,restaurants,"2213 W Montrose Ave, Chicago, IL 60618, USA",Chicago,IL,(773) 583-5563,https://taqueriaelasadero.shop/,"establishment,food,point_of_interest,restaurant",80,High,1971,4.5,True,True,2026-02-04,41.9612716,-87.68433390000001,ChIJxx7HZRHSD4gRwP6Re4Wa9Fc
Yang Chow Restaurant,restaurants,"819 N Broadway, Los Angeles, CA 90012, USA",Los Angeles,CA,(213) 625-0811,http://yangchow.com/,"establishment,food,point_of_interest,restaurant",80,High,1499,4.5,True,False,2026-02-04,34.0629657,-118.2382179,ChIJj_zD29XHwoAR9I997k0v2bU
Pizza Capri Hyde Park,restaurants,"1501 E 53rd St, Chicago, IL 60615, USA",Chicago,IL,(773) 324-7777,http://www.pizzacapri.com/,"establishment,food,point_of_interest,restaurant,store",80,High,2119,4.2,True,False,2026-02-04,41.7993387,-87.5889466,ChIJxz3WCHIpDogRK5qfBJyDWZM
Chen's Chinese Restaurant,restaurants,"2131 E Broadway, Long Beach, CA 90803, USA",Los Angeles,CA,(562) 439-0309,https://www.chenschineselongbeach.com/80ckl32e/restaurant/order-online,"establishment,food,point_of_interest,restaurant",80,High,1065,4.1,True,True,2026-02-04,33.7669723,-118.16517,ChIJp0os1AUx3YARsyD5HXksfL8
Bolla Market,restaurants,"231 Bay St, Staten Island, NY 10301, USA",New York,NY,(718) 720-5100,http://bollamarket.com/,"convenience_store,establishment,food,point_of_interest,store",80,High,70,2.6,True,False,2026-02-04,40.6363778,-74.07561040000002,ChIJSwnn4NJPwokRbHO1Fp3V5F0
Pizzeria Portofino,restaurants,"317 N Clark St, Chicago, IL 60654, USA",Chicago,IL,(312) 900-9018,http://pizzeriaportofino.com/,"establishment,food,point_of_interest,restaurant",80,High,13968,4.8,True,True,2026-02-04,41.8879836,-87.6307625,ChIJF774nd4tDogRWPjaRHqyj5I
Te'Kila,restaurants,"6541 Hollywood Blvd, Los Angeles, CA 90028, USA",Los Angeles,CA,(323) 960-2404,http://tekilahollywood.com/,"bar,establishment,food,point_of_interest,restaurant",80,High,1737,4.3,True,True,2026-02-04,34.1017391,-118.3324406,ChIJKX2KYzu_woAR90Mynae0j00
Pequod's Pizza,restaurants,"2207 N Clybourn Ave, Chicago, IL 60614, USA",Chicago,IL,(773) 327-1512,http://pequodspizza.com/chicago/?utm_source=google_my_business&utm_medium=organic,"bar,establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,15922,4.4,True,True,2026-02-04,41.921934,-87.6643512,ChIJQ6vcPuTSD4gRTbyKKQufF_o
Foo-Chow Restaurant,restaurants,"949 N Hill St, Los Angeles, CA 90012, USA",Los Angeles,CA,(213) 485-1294,http://www.foochowla.com/,"establishment,food,point_of_interest,restaurant",80,High,1201,4.5,True,False,2026-02-04,34.0658978,-118.2383402,ChIJlzIip1nGwoAR_PIzuDetJFI
7-Eleven,restaurants,"200 S Los Angeles St Unit A2, Los Angeles, CA 90012, USA",Los Angeles,CA,(213) 598-4252,https://www.7-eleven.com/locations/ca/los-angeles/200-a2-los-angeles-st-38266?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,128,3.2,True,True,2026-02-04,34.0499654,-118.2430794,ChIJud8aowPHwoARw_Uxh5-VZEs
Calaca Mamas Cantina,restaurants,"1550 S Harbor Blvd, Anaheim, CA 92802, USA",Los Angeles,CA,(714) 215-4226,https://www.calacamamas.com/,"establishment,food,point_of_interest,restaurant",80,High,572,4.0,False,True,2026-02-04,33.8093596,-117.9147623,ChIJ93HqC5DX3IARpnsRKRKjeVY
7-Eleven,restaurants,"@ Broadway, 152 Pine Ave, Long Beach, CA 90802, USA",Los Angeles,CA,(562) 435-4116,https://www.7-eleven.com/locations/ca/long-beach/152-pine-ave-33450?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,81,2.9,False,True,2026-02-04,33.7691226,-118.1921763,ChIJ-bwJvjkx3YARjQHdWskTHbE
Chi Cafe,restaurants,"2160 S Archer Ave, Chicago, IL 60616, USA",Chicago,IL,(312) 842-9993,https://www.chicafeonline.com/?utm_source=google&utm_medium=website,"establishment,food,point_of_interest,restaurant",80,High,1886,4.3,False,True,2026-02-04,41.8534879,-87.6345473,ChIJWQcymWEsDogRKMRtP1XzEfU
New Star Restaurant,restaurants,"7444 W North Ave, Elmwood Park, IL 60707, USA",Chicago,IL,(708) 453-8242,https://www.newstarrestaurant.com/,"establishment,food,point_of_interest,restaurant",80,High,3868,4.5,True,False,2026-02-04,41.9089322,-87.8128661,ChIJY4itKSbLD4gRGSqiaZY_GWo
Silver Palace Chinese Restaurant,restaurants,"15326 Whittier Blvd, Whittier, CA 90603, USA",Los Angeles,CA,(562) 947-4043,http://www.silverpalaceonline.com/,"establishment,food,point_of_interest,restaurant",80,High,1056,4.5,True,True,2026-02-04,33.9465549,-117.999997,ChIJieDXJJTUwoARTE0O0MreyZg
Golden Palace Chinese Restaurant,restaurants,"9116 Telegraph Rd, Downey, CA 90240, USA",Los Angeles,CA,(562) 861-8591,https://checkle.menu/goldenpalace_downey,"establishment,food,meal_takeaway,point_of_interest,restaurant",80,High,786,4.3,True,False,2026-02-04,33.959306,-118.108435,ChIJY-0gFQvSwoAR7TpVRzBCABE
Forno Rosso Pizzeria Napoletana,restaurants,"3719 N Harlem Ave, Chicago, IL 60634, USA",Chicago,IL,(773) 716-3000,http://www.fornorossopizzeria.com/,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,1963,4.6,False,True,2026-02-04,41.947658,-87.806747,ChIJ4VC46K_LD4gRSBSCs-5TaU8
The Pizza Press,restaurants,"1700 S Harbor Blvd, Anaheim, CA 92802, USA",Los Angeles,CA,(714) 833-5868,https://www.thepizzapress.com/location/anaheim-ca/,"establishment,food,meal_takeaway,point_of_interest,restaurant",80,High,2836,4.3,True,True,2026-02-04,33.8063907,-117.9146548,ChIJi0kgctDX3IARoHlFBtaYPT4
Little Asia Chinese Restaurant,restaurants,"4624 Imperial Hwy., Inglewood, CA 90304, USA",Los Angeles,CA,(310) 679-3831,http://www.littleasiainglewood.com/,"establishment,food,point_of_interest,restaurant",80,High,970,4.4,True,False,2026-02-04,33.9307626,-118.3576279,ChIJVVVVVSi0woARgfIN5Z5Qick
7-Eleven,restaurants,"1463 W 3rd St, Los Angeles, CA 90017, USA",Los Angeles,CA,(213) 482-7649,https://www.7-eleven.com/locations/ca/los-angeles/1463-w-3rd-st-39745?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,95,2.8,True,False,2026-02-04,34.0594082,-118.263603,ChIJO1Fnl6jHwoARF_j3lTKxUKA
Yang Chow Restaurant,restaurants,"3777 E Colorado Blvd, Pasadena, CA 91107, USA",Los Angeles,CA,(626) 432-6868,http://www.yangchow.com/,"establishment,food,point_of_interest,restaurant",80,High,722,4.5,True,True,2026-02-04,34.1465364,-118.0706826,ChIJYd9QUnnbwoAR7lJ93W3Ccw8
Giordano's,restaurants,"1340 S Michigan Ave, Chicago, IL 60605, USA",Chicago,IL,(312) 842-1100,https://giordanos.com/locations/south-loop/,"establishment,food,meal_takeaway,point_of_interest,restaurant",80,High,4605,4.4,True,False,2026-02-04,41.864596,-87.6245271,ChIJZ00Yu4QsDogR4wNixDtDd_4
Di Nicos Pizza,restaurants,"6627 Roosevelt Rd, Berwyn, IL 60402, USA",Chicago,IL,(708) 749-9900,https://www.dinicos.com/,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,1323,4.1,True,False,2026-02-04,41.8648612,-87.79040429999999,ChIJa82llo40DogR9s_43L-VpVc
7-Eleven,restaurants,"611 W Katella Ave, Anaheim, CA 92802, USA",Los Angeles,CA,(714) 491-8179,https://www.7-eleven.com/locations/ca/anaheim/611-w-katella-29057?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,153,3.0,False,True,2026-02-04,33.8037797,-117.9157921,ChIJX9ls9NzX3IARVHYEOpcWvqI
Sarpino's Pizzeria La Grange,restaurants,"5321 LaGrange Rd, Countryside, IL 60525, USA",Chicago,IL,(708) 354-2100,https://www.gosarpinos.com/pizza-delivery/sarpinos-la-grange?utm_source=Google&utm_medium=Organic&utm_campaign=LocalSEO,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,546,4.0,False,True,2026-02-04,41.7930053,-87.8681186,ChIJdbPltcVJDogRaFGP55o8sVo
Gino’s East - South Loop,restaurants,"521 S Dearborn St, Chicago, IL 60605, USA",Chicago,IL,(312) 939-1818,https://www.ginoseast.com/south-loop,"establishment,food,meal_delivery,point_of_interest,restaurant",80,High,3117,4.4,True,False,2026-02-04,41.8752335,-87.6289845,ChIJl3iX_JcsDogRIkGnC9snea4
Homeslice Pizza + Patio,restaurants,"938 W Webster Ave, Chicago, IL 60614, USA",Chicago,IL,(312) 789-4600,http://getsomehomie.com/,"bar,establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",80,High,3213,4.6,True,False,2026-02-04,41.9219686,-87.6524768,ChIJ7agokhvTD4gRNiFRSbmBwfQ
7-Eleven,restaurants,"504 W Olympic Blvd, Los Angeles, CA 90015, USA",Los Angeles,CA,(213) 748-5687,https://www.7-eleven.com/locations/ca/los-angeles/504-west-olympic-blvd-39646?utm_source=G&utm_medium=local&utm_campaign=google-local,"cafe,convenience_store,establishment,food,liquor_store,point_of_interest,restaurant,store",80,High,82,2.7,True,True,2026-02-04,34.0429018,-118.2612276,ChIJJcDF1cnHwoARfg5qHv0BTpM
Joe's Pizza,restaurants,"613 S Spring St, Los Angeles, CA 90014, USA",Los Angeles,CA,(213) 988-8848,https://joespizza.it/joespizzala?utm_source=google,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,611,4.1,False,True,2026-02-04,34.0457279,-118.2515091,ChIJa505oUrGwoARPhHA7Q6qo6Y
Sarpino's Pizzeria Evanston,restaurants,"2428 Main St, Evanston, IL 60202, USA",Chicago,IL,(847) 869-5555,https://www.gosarpinos.com/pizza-delivery/sarpinos-evanston?utm_source=google&utm_medium=GBP&utm_campaign=LocalSEO,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,641,4.2,False,True,2026-02-04,42.0329903,-87.70694990000001,ChIJlc5jLd3PD4gRu0aDCxtyxME
"Ranalli's Pizza Bar - West Loop, Chicago",restaurants,"1326 W Madison St, Chicago, IL 60607, USA",Chicago,IL,(312) 981-7100,https://www.ranalliswestloop.com/,"bar,establishment,food,point_of_interest,restaurant",80,High,2040,4.7,False,True,2026-02-04,41.8817013,-87.6608005,ChIJg_V8MFMtDogRqh__zBqhGBs
Sarpino's Pizzeria Elmhurst,restaurants,"623 W North Ave, Elmhurst, IL 60126, USA",Chicago,IL,(630) 279-2900,https://www.gosarpinos.com/pizza-delivery/sarpinos-elmhurst?utm_source=google&utm_medium=GBP&utm_campaign=LocalSEO,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,504,4.0,True,False,2026-02-04,41.90609449999999,-87.9635579,ChIJvx-w6C2zD4gRBpaKrtzZfd0
Wonderland Liquor & Market,restaurants,"1178 W Katella Ave, Anaheim, CA 92802, USA",Los Angeles,CA,(714) 535-0127,http://shopwonderlandmarket.com/,"convenience_store,establishment,food,liquor_store,point_of_interest,store",80,High,194,3.8,True,True,2026-02-04,33.802988,-117.9277593,ChIJp_kc2SYo3YARg2NB88WPGP4
Joe's Pizza,restaurants,"8539 Sunset Blvd, West Hollywood, CA 90069, USA",Los Angeles,CA,(310) 358-0900,https://joespizza.it/joespizzawhollywood?utm_source=google,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store",80,High,539,4.3,False,True,2026-02-04,34.0938535,-118.3778564,ChIJW4fmrr2-woARi2TFqia9p_I
